Permit #,Permit Type Description,Permit Subtype Description,Date Entered,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y,Permit Description
T2023074619,Building Commercial - Rehab,"Warehouse, Storage S-1",10/3/2023 5:00,0,111 AIRPARK CTR E,NASHVILLE,TN,LOT 2 AIRPARK CENTER,vince diorio,CACR,CAH10S001,to conduct renovations to install new racking for storage. n change to footprint.,13,-86.64129819,36.11057956,3748,37217,-9644865.196,4315847.636,Building Commercial Rehab
T2023074622,Building Commercial - Rehab,"Retail, Department / Retail Stores",10/3/2023 5:00,0,509 DONELSON PIKE,NASHVILLE,TN,E SIDE DONELSON PIKE & S OF ALLEN RD,samir aramonuous,CACR,CAF20M001,to conduct renovations to create 2 tenant spaces and each will require separate build out permits. no change to footprint.,15,-86.66605606,36.14985465,3751,37214,-9647621.23,4321260.781,Building Commercial Rehab
T2023074623,Building Commercial - Addition,Restaurant (Fast Food),10/3/2023 5:00,0,1400 ROBINSON RD,OLD HICKORY,TN,LOT 6 RIVERFRONT SHOPPING CENTER SECT 5,laura mealey,CACA,CAF30A203,to construct 2180SF addition and rehab existing portion of strip mall for new subway restaurant. not to be over any easements.  bb poc laura mealey,11,-86.65686754,36.25761418,3754,37138,-9646598.368,4336126.83,Building Commercial Addition
T2023075013,Building Commercial - Addition,"Religious Institution, Fellowship Hall",10/4/2023 5:00,0,2750 TUCKER RD,NASHVILLE,TN,"S E CORNER TUCKER RD AND, STOKERS LANE PETRE PLACE",john venturi,CACA,CAB10A390,to construct cover over sidewalk to entrance of st pius catholic church. not to be over any easements.,2,-86.82260798,36.20962505,3770,37218,-9665048.51,4329503.924,Building Commercial Addition
T2023075022,Building Commercial - Rehab,"Water Treatment Plant, Hazardous (H1-H5)",10/4/2023 5:00,0,1360 B COUNTY HOSPITAL RD,NASHVILLE,TN,S/S COUNTY HOSPITAL RD E/S OF WHITES CREEK,clayton foster,CACR,CAJ07H000,"Metro plans to renovate the existing Sludge Treatment Building into a new Operations Control Center at the Whites  Creek WRF. The existing building will be renovated to include: (1) a renovated entry, (2) an updated control room and  testing room, (3) a conference room (4) a break room, (5) a locker room, and (6) restrooms and associated site work.  The building is designed to achieve LEED Gold Certification for Commercial Interiors.  bb poc clayton foster",1,-86.85720991,36.18252774,3772,37218,-9668900.379,4325766.061,Building Commercial Rehab
T2023075051,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",10/4/2023 5:00,0,117 DONELSON PIKE,NASHVILLE,TN,E SIDE DONELSON PIKE S OF LEBANON PIKE,matt spaulding,CACN,CAA03R398,to construct new four story apartment building with 155 units and amenity spaces. not to be over any easements.  bb poc matt spaulding,15,-86.66265902,36.16575326,3773,37214,-9647243.073,4323452.799,Building Commercial New
T2023075171,Building Commercial - Tenant Finish Out,"General Office, Professional Services",10/4/2023 5:00,180578,1005 17TH AVE S 710,NASHVILLE,TN,PT LTS 12 CRIDDLE & SCRUGGS AND PT LTS 7-13 SHIELDS SUB 4 HAYES ROKEBY & PT CLSD R.O.W.,ross moffitt,CACT,CAD02B016,to finish out 2608SF for spec suite G. no change to footprint.  bb poc ross moffitt,17,-86.79424087,36.14612038,3775,37212,-9661890.697,4320745.983,Building Commercial Tenant Finish Out
T2023075721,Building Commercial - Tenant Finish Out,"Retail, Department / Retail Stores",10/5/2023 5:00,141199,4060 CANE RIDGE PKWY 105,ANTIOCH,TN,LOT 3 CENTURY FARMS RESUB LOT 2 -5,HANNA DESIGN GROUP INC,CACT,CAF20M001,To finish out phase 2 portion of the existing white box tenant space for Zwilling (retail) Product demonstration space. Phase 1 conducted under permit CACT-2023048509.  No change to footprint. SP    Poc: michael Richardson 847-719-0375 mrichardson@hannadesigngroup.com  bb poc michael richardson,32,-86.64549453,36.0339182,3792,37013,-9645332.331,4305289.468,Building Commercial Tenant Finish Out
T2023007741,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",2/6/2023 6:00,4445,5225 HARDING PL,NASHVILLE,TN,LOT 1 AIRPARK BUSINESS CENTER 14,Kelsey Hall,CACN,CAA14U011,"Construct a 10' x 12' storage shed. POC: Kelsey Hall, 318-286-0686.",28,-86.68232967,36.09220458,3795,37217,-9649432.8,4313316.008,Building Commercial New
T2023008780,Building Commercial - Rehab,"Community Education, Lecture Halls",2/9/2023 6:00,0,5221 HICKORY HOLLOW PKWY,ANTIOCH,TN,"LOT C-4 HICKORY HOLLOW MALL SEC 15 RE-SUB LOTS C, C-2 & C-3",ethan levine,CACR,CAC03A314,to conduct ph.4 interior renovations to independence academy high school. no change to footprint.,32,-86.65942526,36.04793782,3807,37013,-9646883.092,4307219.549,Building Commercial Rehab
T2023008792,Building Commercial - Addition,"Community Education, Lecture Halls",2/9/2023 6:00,1800000,5221 HICKORY HOLLOW PKWY,ANTIOCH,TN,"LOT C-4 HICKORY HOLLOW MALL SEC 15 RE-SUB LOTS C, C-2 & C-3",ethan levine,CACA,CAC03A314,to construct 3265Sf addition to the rear of existing building for ph. 4 of independence academy high school.  ethan levine,32,-86.65942526,36.04793782,3809,37013,-9646883.092,4307219.549,Building Commercial Addition
T2023078006,Building Commercial - Rehab,Hotel / Motel,10/12/2023 5:00,0,821 MURFREESBORO PIKE,NASHVILLE,TN,LOT 1 NARANJI V. PATEL ETUX SUB,joe tombs,CACR,CAF14R102,"to conduct interior and exterior renovations to existing super 8 hotel. no change to footprint, exterior renovations will be façade only.",16,-86.72422716,36.13416003,3824,37217,-9654096.807,4319097.323,Building Commercial Rehab
T2023078288,Building Commercial - Rehab,"Multifamily, Condominium > 5 Unit Bldg",10/12/2023 5:00,0,1090 HAYSBORO AVE 107,NASHVILLE,TN,UNIT 107 HAYSBORO,adam kan,CACR,CAA03R299,"to to finish out 905Sf of unit 107. Shell permit 2023023944.  Not to be over any easements. Pursuant # 2006-1263  Metrocode of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code.; For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.  For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",7,-86.72473112,36.23089806,3826,37216,-9654152.908,4332439.278,Building Commercial Rehab
T2023079216,Building Commercial - Rehab,Restaurant (Full Service),10/16/2023 5:00,0,2428 NOLENSVILLE PIKE,NASHVILLE,TN,L 1&2 CUMBERLAND NURSERIES SUB RE-SUB PT L. 31 PT. L. 31,ismoil muminov,CACR,CAF19A203,to conduct renovations to expand space into adjacent unit for restaurant. no change to footprint.,16,-86.74919618,36.11926875,3838,37211,-9656876.346,4317045.003,Building Commercial Rehab
T2023079593,Building Commercial - Rehab,Commercial Rehabilitation,10/17/2023 5:00,228189,935 INDUSTRIAL DR,OLD HICKORY,TN,E SIDE ROBINSON RD S OF OLD HICKORY BLVD,ALLSTAR FIRE PROTECTION INC,CACR,COMREHAB,To take existing private fire tank out of service due to poor condition and costly maintenance.     Scope:   •	Reroute private fire line from existing fire tank to new fire booster pump inside facility.  •	Modify the exist inside fire sprinkler systems’ connections to accommodate the new arrangement.  •	Modify the existing private fire line to accommodate the new booster pump and sprinkler systems arrangements.,11,-86.66088676,36.26801019,3852,37138,-9647045.786,4337562.103,Building Commercial Rehab
T2023079973,Building Commercial - New,Mobile Food Vendors,10/18/2023 5:00,0,114 B 4TH AVE S,NASHVILLE,TN,PT LOT 22 FIRST ACADEMY PLAN,makeroes youssef,CACN,CAZ04A001,to place mobile food trailer on site for the best city gyro.,19,-86.7763958,36.16052501,3884,37201,-9659904.193,4322731.906,Building Commercial New
T2023080475,Building Commercial - New,"Automobile Convenience, Markets",10/19/2023 5:00,0,8033 HIGHWAY 100,NASHVILLE,TN,INT STATE HWY 100 AND TEMPLE RD,jackson lebeau,CACN,CAF24M003,to construct 5915SF convenience store and fuel center. Sp zoning. not to be over any easements.,35,-86.95115026,36.04461742,3885,37221,-9679357.771,4306762.398,Building Commercial New
T2023080493,Building Commercial - Rehab,Restaurant (Full Service),10/19/2023 5:00,100000,924 JEFFERSON ST,NASHVILLE,TN,"PT LOT 145, D T MCGAVOCK ADDN TO NORTH NASHVILLE",kirolles yacoub,CACR,CAF19A203,to conduct renovations to existing building for new restaurant. no change to footprint.,19,-86.79381363,36.17281179,3886,37208,-9661843.137,4324426.136,Building Commercial Rehab
T2023080921,Building Commercial - Rehab,"College / University, Lecture Halls",10/20/2023 5:00,0,3108 JOHN A MERRITT BLVD FARRELL/ W,NASHVILLE,TN,N/E COR JOHN A. MERRITT BV AND 37TH AVENUE NORTH & PT OF CL ROW,jacob nici,CACR,CAC02A314,"Demolish existing interior finishes as required for new work; Complete build out of all interior finishes,  MEP systems and connection to all existing utilities; Install owner-provided equipment; Renovation of  two rooms on level 1, totalling approximately 1500sf.  bb poc jacob nici",21,-86.82507637,36.16857323,3894,37209,-9665323.29,4323841.649,Building Commercial Rehab
T2023081030,Building Commercial - Rehab,"Automobile Repair, Storage Mod Hazard",10/20/2023 5:00,0,322 OLD HICKORY BLVD E,MADISON,TN,LOT 6 BLK C FOREST PARK,jose estrada,CACR,CAF04S001,to conduct renovations to existing building for JE diesel and automotive services. no change to footprint.,9,-86.70648223,36.26238498,3897,37115,-9652121.45,4336785.463,Building Commercial Rehab
T2023079998,Building Commercial - New,Automobile Parking - Surface Lot,10/18/2023 5:00,107000,121 EV HANGAR CT,NASHVILLE,TN,PT OF LOT 3 METROPOLITAN NASHVILLE AIRPORT AUTHORITY,SIMPSON PHILLIPS CONSTRUCTION INC,CACN,CAF03Z000,The installation of 2 EV chargers for rental units not for public use and all associated electrical equipment.    THE HOLDER OF THIS PERMIT HEREBY CERTIFIES THAT ALL CONSTRUCTION AND DEMOLITION WASTE WILL BE DISPOSED IN AN APPROVED LANDFILL. THE HOLDER OF THIS PERMIT ALSO CERTIFIES THAT NO CONSTRUCTION OR DEMOLITION WASTE SHALL BE STORED ON THE PROPERTY IN VIOLATION OF ANY PROVISIONS OF THE METROPOLITAN CODE.  bb poc mike fox,13,-86.6721194,36.11495243,3899,37214,-9648296.198,4316450.199,Building Commercial New
T2023081963,Building Commercial - Rehab,"Community Education, Lecture Halls",10/24/2023 5:00,0,3515 GALLATIN PIKE,NASHVILLE,TN,NE COR BEN ALLEN RD & BAXTER AVE,cason hayes,CACR,CAC03A314,to conduct interior renovations from fire damage. no change to footprint.,7,-86.73270092,36.21202095,3909,37216,-9655040.102,4329834.483,Building Commercial Rehab
T2023081984,Building Commercial - Rehab,"Bar Or Nightclub, Tavern And Bars",10/24/2023 5:00,24500,3807 GALLATIN PIKE,NASHVILLE,TN,LOT 2 MAPLEWOOD HOME TRACT,shaun folay,CACR,CAF06A204,to conduct renovations to existing space for roy's royal room. no change to footprint.,7,-86.73073433,36.2147374,3910,37216,-9654821.182,4330209.279,Building Commercial Rehab
T2023082011,Building Commercial - New,Restaurant (Fast Food),10/24/2023 5:00,450000,2629 GALLATIN PIKE,NASHVILLE,TN,"LOTS 1, 2. & 42 EASTHILL SUB",mike lorrain,CACN,CAF30A203,"to construct 664Sf coffee kiosk for scooters. not to be over any easements.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***  bb poc zach ziemba",5,-86.74143318,36.19875751,3911,37216,-9656012.172,4328004.676,Building Commercial New
T2023082468,Building Commercial - Addition,Restaurant (Full Service),10/25/2023 5:00,350000,1919 DIVISION ST,NASHVILLE,TN,PT OF LOTS  219 & 220 O B HAYES 1ST ADDN,MZA,CACA,CAF19A203,To construct a 346sf kitchen attached to a walk-in cooler and an outdoor patio with a container bar(296sf)..**see related permits 2022035067 and 2022052893**...  bb poc mark bixler,17,-86.79727046,36.1493776,3914,37203,-9662227.95,4321195.014,Building Commercial Addition
T2023084280,Building Commercial - New,Restaurant (Take Out),10/31/2023 5:00,161851,2015 8TH AVE S,NASHVILLE,TN,LOT 102 WAVERLY PLACE,katie getz,CACN,CAF31A203,"to construct new Sf starbucks coffee on site. not to be over any easements.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***  bb poc katie getz",17,-86.77961091,36.13291736,3942,37204,-9660262.098,4318926.043,Building Commercial New
T2023084399,Building Commercial - Rehab,Hotel / Motel,10/31/2023 5:00,0,401 UNION ST,NASHVILLE,TN,PT LOT 64 ORIGINAL TOWN OF NASHVILLE,chris woodcock,CACR,CAF14R102,to conduct interior renovations to level 2 to convert space into guestrooms. no change to footprint.  bb poc chris woodcock,19,-86.7799144,36.164829,3943,37219,-9660295.882,4323325.355,Building Commercial Rehab
T2023084421,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",10/31/2023 5:00,0,2523 CRUZEN ST,NASHVILLE,TN,PT. LOT 179 GRANDVIEW HGTS & PT OF CLOSED ALLEY,taghi mohammadkhah,CACN,CAA14U011,to construct Sf storage shed to the rear of existing building. not to be over any easements.,16,-86.75239507,36.1163398,3944,37211,-9657232.444,4316641.38,Building Commercial New
T2023084291,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",10/31/2023 5:00,0,375 HESTER AVE,NASHVILLE,TN,LOT 10 G P ROSE,cindy smith,CACN,CAA14U011,"to construct Sf garage/storage building for kabir & mirwais afzali garage. not to be over any easements.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",16,-86.75107676,36.12503672,3945,37210,-9657085.691,4317839.9,Building Commercial New
T2023085757,Building Commercial - Rehab,"General Office, Professional Services",11/3/2023 5:00,385859,915 REP JOHN LEWIS WAY S 103,NASHVILLE,TN,PT LOTS 99 & 100 BARROW GROVE SUB,SIMPSON PHILLIPS CONSTRUCTION INC,CACR,CAD02B016,To conduct interior build out for Spec Suite 103 (office) 2581 sqft space.    Poc: Sarina Walker 615-516-7181,17,-86.77155135,36.14948511,3949,37203,-9659364.912,4321209.836,Building Commercial Rehab
T2023086294,Building Commercial - New,"Automobile Convenience, Markets",11/6/2023 6:00,0,3332 MURFREESBORO PIKE,ANTIOCH,TN,N/E CORNER MURFREESBORO PK & MT VIEW RD,zach wohlpart,CACN,CAF24M003,"to construct SF gas station with fuel pumps for wawa. not to be over any easements.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***  bb poc zach wohlpart",8,-86.61892382,36.05571014,3952,37013,-9642374.493,4308289.712,Building Commercial New
T2023086804,Building Commercial - New,Restaurant (Take Out),11/6/2023 6:00,0,921 WOODLAND ST,NASHVILLE,TN,LOT 1-2-3 M. VAUGHAN ADDN.,jackson lebeau,CACN,CAF31A203,To construct a +/-494 sf (19'x26') open-air structure intended to house portable kitchen. BZA Variance will be applied for to allow encroachment into Rear 20' Setback & for the façade to extend across 60% of the property,6,-86.75538238,36.175748,3954,37206,-9657564.99,4324831.051,Building Commercial New
T2023087940,Building Commercial - Addition,Restaurant (Full Service),11/9/2023 6:00,83000,701 PORTER RD,NASHVILLE,TN,N E CORNER PORTER RD AND EASTLAND AVE POWERS LANDS,gertrude pieri,CACA,CAF19A203,to construct new railing and roof over existing deck for noko. restaurant use per zoning regs.  Prior tenant listed as a bar in error  jkh 3/8/24  TO COMPLY WITH APPLICABLE DESIGN AND OPERATION OF OUTDOOR ELECTRICAL LIGHTING PER DARK SKY ORDINANCE BL2020-535.   MIP Third Party Plans Review.  bb poc andrew pierri,6,-86.73269263,36.18269605,3959,37206,-9655039.179,4325789.274,Building Commercial Addition
T2023087972,Building Commercial - Rehab,"Multifamily, Tri-Plex, Quad, Apartments",11/9/2023 6:00,0,126 EMMITT AVE,MADISON,TN,LOT 5 BLK I POWER & ROTH MADISON PK,michael jennings,CACR,CAA03R398,to conduct renovations to existing building from single family into 4 apartment units. no change to footprint.,7,-86.71576858,36.25264766,3960,37115,-9653155.202,4335441.22,Building Commercial Rehab
T2023088815,Building Commercial - New,Hotel / Motel,11/13/2023 6:00,0,131 8TH AVE S,NASHVILLE,TN,PT LOT 29 SOUTHFIELD PLAN,zach jekot,CACN,CAF14R102,to construct new 36 story hotel with 3 below grade levels. not to be over any easements.  bb poc zach jekot,19,-86.78124582,36.15700361,3968,37203,-9660444.095,4322246.387,Building Commercial New
T2023088850,Building Commercial - Rehab,Microbrewery,11/13/2023 6:00,50000,3101 AMBROSE AVE,NASHVILLE,TN,N/W CORNER AMBROSE AVENUE & NORTH HILL DRIVE,will jenner,CACR,CAF35A203,to conduct renovations to 2385Sf of existing building for harding house brewery. no change to footprint.  bb poc will jenner,5,-86.74829259,36.20720377,3970,37207,-9656775.758,4329169.875,Building Commercial Rehab
T2023088890,Building Commercial - Addition,"Religious Institution, Auditorium",11/13/2023 6:00,0,2412 FOSTER AVE,NASHVILLE,TN,"LOTS 118, 180 - 185  RESUB LOT 3-4-5 & 6 CUMBERLAND NURSERIES & PT CLSD ALLEY",ashraf shokry,CACA,CAB10A303,to construct sunday school and gymnasium building addition for existing church. not to be over any easements.,16,-86.74291776,36.11944982,3971,37210,-9656177.435,4317069.955,Building Commercial Addition
T2024037316,Building Commercial - New,"Religious Institution, Worship Space",4/24/2024 5:00,0,248 TUSCULUM RD,ANTIOCH,TN,N SIDE TUSCULUM RD E OF PACKARD DR,bo bass,CACN,CAB10A305,"to construct 6300SF building for shalom pentecostal church. not to be over any easements.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",27,-86.70128574,36.05819919,4004,37013,-9651542.98,4308632.449,Building Commercial New
T2024056835,Building Commercial - New,"Accessory Structure, Pools - Commercial",6/20/2024 5:00,0,321 B 31ST AVE N 310 B,NASHVILLE,TN,COMMON AREA PARTHENON MASTER CONDOMINUM AMENDED,duane cuthbertson,CACN,CAA14U018,to construct swimming pool amenity for building. not to be over any easements.,21,-86.8169511,36.14715821,4005,37203,-9664418.789,4320889.053,Building Commercial New
T2023091817,Building Commercial - Rehab,"Retail, Department / Retail Stores",11/21/2023 6:00,64000,6670 CHARLOTTE PIKE,NASHVILLE,TN,LOT 2 CHARLOTTE SQUARE LOT 1 SECTION 2 2ND REVISION,sam sanchez,CACR,CAF20M001,to conduct interior renovations to existing deli area of costco. no change to footprint.  bb poc  robin sleight,20,-86.88535757,36.13968982,4016,37209,-9672033.762,4319859.539,Building Commercial Rehab
T2023091902,Building Commercial - Rehab,Restaurant (Full Service),11/21/2023 6:00,0,4660 NOLENSVILLE PIKE,NASHVILLE,TN,PT LOT 2 NOLENSVILLE PIKE TQC,inocencia santiago,CACR,CAF19A203,to permit the enclosure of an already existing front covered 104sf patio for taqueria mexico tennessee restaurant. No extension to the roofline or footprint from original permit.,27,-86.71929244,36.06914955,4020,37211,-9653547.476,4310140.42,Building Commercial Rehab
T2023091932,Building Commercial - Rehab,"General Office, Professional Services",11/21/2023 6:00,0,3420 BELMONT BLVD,NASHVILLE,TN,LOT 9 PT LOT 8 BLK A CLAIRMONT,kim deragon,CACR,CAD02B016,to conduct site work and reconfigure parking and entrances.  bb poc kim deragon,25,-86.79943895,36.11337152,4021,37215,-9662469.345,4316232.353,Building Commercial Rehab
T2023091959,Building Commercial - Rehab,"Airport/Heliport, Passngr Statn(Waitarea",11/21/2023 6:00,0,931 AIRPORT SERVICE RD,NASHVILLE,TN,PT OF LOT 3 METROPOLITAN NASHVILLE AIRPORT AUTHORITY,aaron leon,CACR,CAI01A317,to conduct renovations to install high piled storage and racking for concourse D. no change to footprint.,13,-86.6660416,36.12548291,4022,37214,-9647619.62,4317901.392,Building Commercial Rehab
T2023092377,Building Commercial - Rehab,"Manufacturing, Light Hazardous (H1-H5)",11/22/2023 6:00,0,3109 AMBROSE AVE,NASHVILLE,TN,N/W CORNER AMBROSE AVENUE & NORTH HILL DRIVE,byron stithem,CACR,CAH06H000,"to conduct renovations to existing brewery to add grease interceptor, exhaust hood, induction ranges, etc. no change to footprint.  bb poc christopher boehme",5,-86.74825548,36.20749227,4023,37207,-9656771.627,4329209.677,Building Commercial Rehab
T2023092529,Building Commercial - New,"Multifamily, Apt / Twnhome > 5 Unit Bldg",11/22/2023 6:00,0,838 42ND AVE N,NASHVILLE,TN,UNIT 9B NATIONS OWNERS ASSOICATION INC AMENDED,justin crandall,CACN,CAA03R399,"to construct 838 42nd ave n with 1509SF of living space, 252Sf garage space and 72SF porches. shell permit 2023092432. SP zoning.",21,-86.83715409,36.15775871,4026,37209,-9666667.775,4322350.496,Building Commercial New
T2023094446,Building Commercial - Rehab,"Retail, Department / Retail Stores",11/30/2023 6:00,0,530 CHURCH ST,NASHVILLE,TN,PT LOT 101 ORIG TOWN OF NASH,roma rakhmanov,CACR,CAF20M001,to replace existing awning on existing building. no change to size.,19,-86.78131901,36.1627968,4050,37219,-9660452.243,4323045.144,Building Commercial Rehab
T2023094558,Building Commercial - Rehab,"Commercial Amusement (In), Other",11/30/2023 6:00,0,1321 3RD AVE N,NASHVILLE,TN,PT LOT 17 D T MCGAVOCK 1ST ADDN,lexy burke,CACR,CAL03A999,to conduct interior renovations to existing space for white velvet event space. no change to footprint.,19,-86.78735584,36.17873353,4052,37208,-9661124.259,4325242.782,Building Commercial Rehab
T2023095947,Building Commercial - New,"Leasing / Sales Office, Other",12/5/2023 6:00,0,195 B N 1ST ST,NASHVILLE,TN,LOTS A B C P O Z N BARROW & SHELBY,joshua harper,CACN,CAD03B000,to place temporary construction trailers on site and use as a laydown yard for nearby piedmont natural gas project. not to be over any easements.,19,-86.77365223,36.17398608,4079,37213,-9659598.781,4324588.073,Building Commercial New
T2023095967,Building Commercial - Rehab,"Personal Care Svcs,  Tanning Salon",12/5/2023 6:00,0,7102 HIGHWAY 70 S,NASHVILLE,TN,LOT 1 BELLEVUE CENTER SEC. 2-1ST REV,gertrude pieri,CACR,CAF18B009,to conduct renovations to existing space for glo tanning. no change to footprint.,22,-86.92219231,36.07462319,4080,37221,-9676134.187,4310894.272,Building Commercial Rehab
T2023096011,Building Commercial - Rehab,Hotel / Motel,12/5/2023 6:00,500000,1001 BROADWAY,NASHVILLE,TN,S/W COR OF BROADWAY & 10TH AVE. S. & PT CL ST,adam stowe,CACR,CAF14R102,to conduct renovations to to existing porte cochere. no change to footprint.  bb poc adam stowe,19,-86.78465102,36.15729375,4081,37203,-9660823.16,4322286.39,Building Commercial Rehab
T2023096863,Building Commercial - Rehab,"Retail, Department / Retail Stores",12/7/2023 6:00,500000,2126 ABBOTT MARTIN RD 315A,NASHVILLE,TN,W/S HILLSBORO PK. & N/S ABBOTT MARTIN RD.,amy diekevers,CACR,CAF20M001,"to conduct renovations to existing chico's to convert to 2 tenant spaces. one to remain chicos, and this permit to create space for new retail tenant Soma. no change to footprint.  bb poc amy diekevers",25,-86.81458474,36.10744829,4086,37215,-9664155.367,4315416.181,Building Commercial Rehab
T2023095961,Building Commercial - Rehab,"Automobile Sales, New",12/5/2023 6:00,0,646 EV THOMPSON LN,NASHVILLE,TN,LOT 1 LANCO INDUSTRIAL SUB SEC 3,jeff goyette,CACR,CAF25S001,to install new electrical service for EV chargers on site.,16,-86.75738443,36.11142507,4088,37204,-9657787.857,4315964.141,Building Commercial Rehab
T2023097258,Building Commercial - New,"Multifamily, Tri-Plex, Quad, Apartments",12/8/2023 6:00,0,7114 CHARLOTTE PIKE,NASHVILLE,TN,W/S CHARLOTTE PIKE S OF RIVER ROAD,jeremy ritz,CACN,CAA03R398,to install EV charging station in existing parking lot for existing apartments.,35,-86.91070493,36.12758871,4093,37209,-9674855.417,4318191.614,Building Commercial New
T2023097264,Building Commercial - New,"Automobile Sales, Used",12/8/2023 6:00,0,2198 C NOLENSVILLE PIKE,NASHVILLE,TN,LOT 1 RE-SUB LOTS 1 & 2 J. WATKINS HEIRS SUB,sina daraei,CACN,CAF26S001,"to construct 750Sf storage building. 20' min. rear setback. not to be over any easements.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.",16,-86.75236875,36.12614265,4094,37210,-9657229.514,4317992.317,Building Commercial New
T2023097281,Building Commercial - Rehab,Automotive Service,12/8/2023 6:00,37000,3458 DICKERSON PIKE,NASHVILLE,TN,LOT 1 NASHVILLE COMMONS REV,skip zabel,CACR,CAF05M004,"to replace 5 above ground storage tanks for oil, etc. at the service center for walmart. not to be over any easements.",3,-86.76246714,36.24417811,4096,37207,-9658353.662,4334272.129,Building Commercial Rehab
T2023097305,Building Commercial - New,"Commercial Amusement (In), Other",12/8/2023 6:00,0,138 REP JOHN LEWIS WAY N,NASHVILLE,TN,PT LOT 79 ORIGINAL TOWN OF NASHVILLE,chris madderom,CACN,CAL03A999,to construct 40Sf ticket booth on site for old town trolley. not to be over any easements.,19,-86.77932691,36.16215526,4097,37219,-9660230.483,4322956.687,Building Commercial New
